UserID,HasUserChurned,TotalCharges,MonthlyCharges,ContractType,PaymentMethod,Gender,AgeOver30,IsMarried,HasChildren,MonthsTenure,HasPhoneLine,HasMultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
rzcbj6339,No,3771.5,78.9,Two year,Credit card (automatic),Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
rzfon1453,No,49.9,49.9,Month-to-month,Mailed check,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No
rzfuk9625,No,1275.85,19.7,Two year,Mailed check,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
rzgbk5073,No,4042.2,80.05,One year,Bank transfer (automatic),Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
rzjyu3540,Yes,1270.2,86.2,Month-to-month,Electronic check,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
rzlnv8107,No,7565.35,106.3,Two year,Bank transfer (automatic),Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
rznme7587,Yes,123.65,43.3,Month-to-month,Electronic check,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No
rzvzw2696,No,1629.2,25.05,Two year,Credit card (automatic),Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
rzzqs1866,Yes,4187.75,98.4,Month-to-month,Electronic check,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
sadqs4323,Yes,279.25,34.5,Month-to-month,Electronic check,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No
saejd8169,No,3952.65,56.55,Two year,Credit card (automatic),Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
safns2453,No,3886.05,72.1,One year,Mailed check,Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
sahfp3550,Yes,2757.85,83.35,Month-to-month,Electronic check,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
sahuz9555,No,2076.05,54.5,Month-to-month,Electronic check,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No
saigs3365,No,1329.15,83.55,Month-to-month,Electronic check,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
salne2294,No,1940.8,86.8,One year,Mailed check,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
samnz5186,Yes,69.5,69.5,Month-to-month,Bank transfer (automatic),Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
sanfr3258,No,276.5,44.7,Month-to-month,Credit card (automatic),Male,1,No,No,6,Yes,No,DSL,No,No,No,No,No,No
saocl1169,No,5168.1,106.65,One year,Bank transfer (automatic),Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
saotc5243,No,4308.25,79.85,Month-to-month,Bank transfer (automatic),Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
sasml1170,No,5869.4,85.4,Month-to-month,Bank transfer (automatic),Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
savhk1571,Yes,1132.75,99.95,Month-to-month,Mailed check,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
sawmo7517,Yes,1441.1,73.2,Month-to-month,Electronic check,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No
sayyn4078,Yes,1129.75,100.75,Month-to-month,Electronic check,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
sbkry3606,No,1523.4,50.05,One year,Electronic check,Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
sboyw2481,No,1498.35,25,Two year,Credit card (automatic),Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sbrxp8465,No,3616.25,94.9,Two year,Bank transfer (automatic),Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
sbtrn8071,No,7737.55,111.15,Two year,Mailed check,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
sbuih5013,Yes,5551.15,109.65,Two year,Electronic check,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
sbvsu9715,No,815.55,61.4,Two year,Bank transfer (automatic),Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes
sbyai6888,No,50.7,50.7,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No
scgfc5816,No,419.35,51.3,Month-to-month,Mailed check,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No
scjkt6351,No,107.25,41.35,Month-to-month,Mailed check,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
scmkx5443,No,5610.15,94.3,One year,Electronic check,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
scpzg9725,Yes,90.85,90.85,Month-to-month,Electronic check,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
scuco2832,No,57.4,19.9,Month-to-month,Electronic check,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sdbke4548,Yes,474.8,85.2,Month-to-month,Electronic check,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
sdgkb8640,Yes,299.7,74.4,Month-to-month,Electronic check,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
sdhnu0909,No,201.95,29.8,Month-to-month,Mailed check,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No
sdjrd2754,No,908.55,100.15,Month-to-month,Credit card (automatic),Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
sdkol0348,Yes,5885.4,102.1,Month-to-month,Credit card (automatic),Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
sdmbn0877,Yes,5639.05,103.95,One year,Bank transfer (automatic),Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
sdrdq5493,Yes,113.35,55.1,Month-to-month,Mailed check,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No
sdtwq8647,No,4018.35,74.3,Month-to-month,Electronic check,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No
sdufn8735,No,1778.7,24.3,Two year,Bank transfer (automatic),Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sefee2775,No, ,61.9,Two year,Bank transfer (automatic),Male,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
segfy1304,No,6841.3,97.85,Two year,Electronic check,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
seifq2592,Yes,66.95,24.75,Month-to-month,Electronic check,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No
selie0909,No,4860.85,80.8,Two year,Bank transfer (automatic),Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
sepyi7548,Yes,512.45,96.25,Month-to-month,Electronic check,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
sesnb5879,No,888.65,75.25,Month-to-month,Electronic check,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No
seylu0836,Yes,328.95,40.65,Month-to-month,Mailed check,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No
sfaoa7446,No,717.5,19.85,One year,Bank transfer (automatic),Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sfcqy9481,No,824.85,59.8,Month-to-month,Credit card (automatic),Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No
sfjvh6344,No,505.95,24.9,Month-to-month,Credit card (automatic),Female,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,No
sfmuh3701,No,516.15,69.7,Month-to-month,Credit card (automatic),Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes
sfodm5373,Yes,3132.75,85.25,Month-to-month,Credit card (automatic),Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
sfqsa1430,No,1072.6,35.6,One year,Mailed check,Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No
sfqve6599,No,340.4,55,Month-to-month,Electronic check,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes
sfsqz2263,No,1222.25,24.95,Two year,Mailed check,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sfutn8535,No,6300.15,106.45,Month-to-month,Electronic check,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
sfvew2791,No,238.15,20.15,Month-to-month,Bank transfer (automatic),Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sfwqw2193,No,8033.1,111.95,Two year,Bank transfer (automatic),Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
sfxmj2812,No,20.05,20.05,Month-to-month,Mailed check,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sgafl2971,No,995.35,78.75,Month-to-month,Electronic check,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
sgdxk2013,Yes,84.3,84.3,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
sghbw1501,Yes,81,45.85,Month-to-month,Mailed check,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No
sghju8383,No,1952.8,59.4,One year,Electronic check,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No
sgkcl5947,No,1559.25,105.35,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
sglhu6874,No,3021.3,97,One year,Bank transfer (automatic),Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
sgoak5196,Yes,75.7,75.7,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No
sgqxl9090,Yes,7299.65,105.3,Month-to-month,Electronic check,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
sgtta2520,No, ,20,Two year,Mailed check,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sgubi5343,No,4297.6,80.2,One year,Mailed check,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
sgxhh2037,Yes,3624.3,94.65,Month-to-month,Electronic check,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
sgyts6242,No,5791.85,94.95,One year,Credit card (automatic),Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
shbcb6429,No,1394.55,69.6,Month-to-month,Mailed check,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes
shcmb9290,No,1235.55,96.85,Month-to-month,Electronic check,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
shfga8246,No,385.55,21.1,Month-to-month,Credit card (automatic),Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
shipe8441,No,1790.35,25.6,Two year,Bank transfer (automatic),Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
shlzx9117,Yes,45.7,45.7,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No
shndt7963,No,1982.1,39.1,Two year,Mailed check,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
shqeh8382,Yes,764.95,84.9,Month-to-month,Electronic check,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
shrsp3671,Yes,319.15,80.6,Month-to-month,Mailed check,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
shsbh4291,No,521.35,69.55,Month-to-month,Electronic check,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No
shuhb9795,No,3810.8,58.2,Two year,Credit card (automatic),Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No
shvzv7727,No,150.35,19.5,Month-to-month,Bank transfer (automatic),Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
shxls7434,Yes,20.9,20.9,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sidfq6823,No,534.7,18.25,One year,Credit card (automatic),Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sifss2055,No,2838.55,51.65,Month-to-month,Bank transfer (automatic),Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No
sihch9057,Yes,291.9,96.6,Month-to-month,Electronic check,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
sijjf7649,No,5585.4,80.1,Two year,Mailed check,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
silra3296,Yes,76.4,76.4,Month-to-month,Mailed check,Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No
simns4299,No,784.45,81.15,Month-to-month,Electronic check,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
siwji6807,No,3887.25,104.85,One year,Electronic check,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
siznc8595,No,548.8,25.6,One year,Bank transfer (automatic),Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sjbgz1271,Yes,526.95,43.65,Month-to-month,Electronic check,Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes
sjczt5299,Yes,298.35,101.55,Month-to-month,Bank transfer (automatic),Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
sjdis0708,No,2157.5,65,Month-to-month,Mailed check,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No
sjdou2636,No,5289.05,84.3,One year,Credit card (automatic),Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
sjffa4074,Yes,54.75,54.75,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes
sjflm2468,No,74.3,74.3,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No
sjhjv4821,No,2901.8,89.6,Month-to-month,Electronic check,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
sjjjk7677,No,153.95,19.9,One year,Credit card (automatic),Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sjnat2266,No,7789.6,109.15,One year,Credit card (automatic),Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
sjvjk1934,Yes,20.15,20.15,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
skcvi1450,Yes,4092.85,73.85,Month-to-month,Electronic check,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No
skfgk7929,No,8244.3,114.3,Two year,Credit card (automatic),Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
skgrx8975,No,8310.55,116.1,Two year,Bank transfer (automatic),Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
skjgo5256,No,3423.5,54.6,Two year,Electronic check,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes
skjlr8728,No,3089.1,74.25,Month-to-month,Electronic check,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No
skjno8328,No,947.4,40.65,One year,Bank transfer (automatic),Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
skkhw4026,No,152.3,50.25,Month-to-month,Mailed check,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No
sklkd9495,No,4456.65,95.95,Month-to-month,Bank transfer (automatic),Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
skmln3973,No,1355.1,19.9,Two year,Credit card (automatic),Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sknqz7398,No,273.2,94.9,Month-to-month,Electronic check,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
skory1862,Yes,1637.4,39.3,Month-to-month,Electronic check,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No
skrnr9975,No,18.9,18.9,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
skuob5702,No,93.45,19.6,Month-to-month,Mailed check,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
skvmf0578,Yes,1845.9,83.3,Month-to-month,Electronic check,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
slfcj8908,No,435.25,20.85,Two year,Credit card (automatic),Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
slhpm5536,Yes,4458.15,77.75,Month-to-month,Electronic check,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
slkdq2833,Yes,45.05,45.05,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No
slkmb2320,No,1183.8,44.45,Month-to-month,Credit card (automatic),Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No
sllhi8111,Yes,4284.8,105.65,Month-to-month,Electronic check,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
slmef3815,Yes,139.35,34.25,Month-to-month,Mailed check,Female,0,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No
slnil6075,No,3691.2,95.1,Month-to-month,Credit card (automatic),Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
slnvk2262,No,70.1,70.1,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
slqpf2828,No,865.85,45,Month-to-month,Bank transfer (automatic),Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No
sluji0247,No,19.7,19.7,Month-to-month,Mailed check,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
slwhq6496,Yes,294.45,105,Month-to-month,Electronic check,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
smcfk7157,No,1124.2,19.75,Two year,Mailed check,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
smeoe0013,No,7904.25,109.7,Two year,Bank transfer (automatic),Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
smhxl7508,No,1288.3,89,Month-to-month,Credit card (automatic),Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
smmnx4195,Yes,33.2,20.35,Month-to-month,Mailed check,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
smpex2120,No,536.35,20.15,Month-to-month,Mailed check,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
smucm6956,Yes,287.4,99,Month-to-month,Credit card (automatic),Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
snelz2868,Yes,155.8,80.6,Month-to-month,Mailed check,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
snffh8469,No,5528.9,79.4,One year,Bank transfer (automatic),Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
snfus6348,No,4179.2,55.45,Two year,Credit card (automatic),Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
sngkp5924,No,865,20.25,One year,Credit card (automatic),Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
snhfz2452,No,3545.1,75.45,Month-to-month,Credit card (automatic),Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No
snizf8966,No,1303.5,19.45,Two year,Bank transfer (automatic),Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
snjjd3419,Yes,6786.4,105.25,Month-to-month,Bank transfer (automatic),Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
snkkw6972,No,109.2,20,Month-to-month,Mailed check,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
snkmy4855,Yes,44.1,44.1,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No
snlqg7605,No,2221.55,50.25,Month-to-month,Credit card (automatic),Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No
snmjq5183,No,865.1,95.1,Month-to-month,Credit card (automatic),Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
snnew5995,No,2184.85,104.45,Month-to-month,Electronic check,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
snojf4489,Yes,2568.55,72.25,Month-to-month,Electronic check,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
snqpl3167,No,3741.85,101.15,Month-to-month,Electronic check,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
snqyz3655,No,7895.15,113.25,Two year,Credit card (automatic),Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
snvck1125,No,2106.05,43.8,Month-to-month,Mailed check,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No
snyrk0121,No,1748.9,35.4,One year,Mailed check,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No
soezd5566,No,2209.75,80.65,One year,Credit card (automatic),Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
solay3049,Yes,292.85,95.2,Month-to-month,Electronic check,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
somko0848,No,3442.8,48.4,Two year,Bank transfer (automatic),Male,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
soori2391,Yes,219.65,49.35,Month-to-month,Electronic check,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No
soquo8242,No,392.5,84.7,Month-to-month,Electronic check,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
soqxl2164,No,406.05,20.05,Month-to-month,Mailed check,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
soudq8012,No,3838.75,90.25,Month-to-month,Electronic check,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
soyzl5382,No,2162.6,95.1,Month-to-month,Electronic check,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
sozga1091,No,5515.45,99.8,One year,Credit card (automatic),Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
spbwv1776,No,682.1,20.1,One year,Bank transfer (automatic),Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
spcjv2834,Yes,4348.65,84.1,Month-to-month,Electronic check,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
splef7480,No,1796.55,26,Two year,Bank transfer (automatic),Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
spoow0505,No,1397.65,19.8,Two year,Bank transfer (automatic),Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
spudb6119,No,1755.35,38.25,Two year,Mailed check,Male,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
spvsp1194,No,19.65,19.65,Month-to-month,Bank transfer (automatic),Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
spzhj0459,No,5435,83.5,Two year,Credit card (automatic),Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
spzsi3870,No,7869.05,113.05,Two year,Credit card (automatic),Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
sqaau5115,No,1673.4,25.6,Two year,Bank transfer (automatic),Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sqecb0305,No,402.6,36.05,One year,Mailed check,Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No
sqeiz5275,Yes,80.85,80.85,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes
sqfsw9505,No,92.5,40.3,Month-to-month,Mailed check,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes
sqiob2480,No,169.65,44.8,Month-to-month,Electronic check,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No
sqtns9067,No,926,20.6,One year,Bank transfer (automatic),Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sqwpl0508,No,1087.7,20.1,Two year,Bank transfer (automatic),Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sqxml3957,No,894.3,24.95,Two year,Credit card (automatic),Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sraip5669,Yes,210.75,39.5,Month-to-month,Electronic check,Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes
srcde2080,No,25.4,25.4,Month-to-month,Mailed check,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
srdok1303,No,3842.6,69.05,Two year,Credit card (automatic),Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No
sreec4957,No,1458.1,20.35,Two year,Credit card (automatic),Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
sreom2685,Yes,2368.4,89.1,Month-to-month,Electronic check,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
